"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-07-29","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2017-08-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","660","","","","0"
"2017-08-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","690","","","","0"
"2017-08-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","610","","","","0"
"2017-08-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","660","","","","0"
"2017-09-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","695","","","","0"
"2017-09-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2017-09-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
"2017-09-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","775","","","","0"
"2017-09-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","650","","","","0"
"2017-10-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2017-10-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2017-10-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","735","","","","0"
"2017-10-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
"2017-11-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","765","","","","0"
"2017-11-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","785","","","","0"
"2017-11-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","790","","","","0"
"2017-11-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","800","","","","0"
"2017-12-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","825","","","","0"
"2017-12-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","815","","","","0"
"2017-12-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","830","","","","0"
"2017-12-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","810","","","","0"
"2017-12-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","915","","","","0"
"2018-01-06","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","940","","","","0"
"2018-01-13","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","1050","","","","0"
"2018-01-20","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","1015","","","","0"
"2018-01-27","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","1040","","","","0"
"2018-02-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","910","","","","0"
"2018-02-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","950","","","","0"
"2018-02-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","940","","","","0"
"2018-02-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","915","","","","0"
"2018-03-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","830","","","","0"
"2018-03-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","885","","","","0"
"2018-03-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","845","","","","0"
"2018-03-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","870","","","","0"
"2018-03-31","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","845","","","","0"
"2018-04-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","855","","","","0"
"2018-04-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","765","","","","0"
"2018-04-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","790","","","","0"
"2018-04-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","775","","","","0"
"2018-05-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","830","","","","0"
"2018-05-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","755","","","","0"
"2018-05-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","670","","","","0"
"2018-05-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","715","","","","0"
"2018-06-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2018-06-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","690","","","","0"
"2018-06-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
"2018-06-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","625","","","","0"
"2018-06-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","715","","","","0"
"2018-07-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2018-07-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2018-07-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2018-07-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","685","","","","0"
"2018-08-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","685","","","","0"
"2018-08-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","690","","","","0"
"2018-08-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","635","","","","0"
"2018-08-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2018-09-01","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2018-09-08","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2018-09-15","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
